chromosome_name,start_position,end_position,ensembl_gene_id,hgnc_symbol,ensembl_exon_id,description,strand,transcript_start,transcript_end
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000236858,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085240,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085239,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000230478,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000318546,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085236,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000238829,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085252,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085233,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085232,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085231,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085230,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000292681,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085227,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085207,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085205,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085203,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085201,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085251,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085250,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085249,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085248,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085247,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085246,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085245,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375483,20390951
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085247,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000287771,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085245,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000289591,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000298589,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085233,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000303884,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085252,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085251,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000314246,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085232,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000321071,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085249,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085248,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085230,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085229,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085204,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000239814,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000313833,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000307330,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000234551,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000085239,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000230478,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000318546,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000312627,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20375501,20390961
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000249717,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20386365,20389734
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000318727,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20386365,20389734
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000230457,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20386365,20389734
3,20370844,20391069,ENSORLG00000007572,,ENSORLE00000316976,polycystin 1 like 2 [Source:NCBI gene;Acc:101162200],1,20386365,20389734
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085553,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085551,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000320084,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085568,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085566,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085562,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085561,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085560,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085559,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085558,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085557,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085556,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20394256,20424392,ENSORLG00000007600,,ENSORLE00000085555,nuclear factor of activated T-cells 5 [Source:NCBI gene;Acc:101161962],1,20394256,20424392
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085891,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085899,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085897,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085895,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085889,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085888,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085894,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085886,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085884,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085892,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085883,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000276030,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085901,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20428965,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085891,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085889,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000276030,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085901,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085897,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085899,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085910,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085888,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085895,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085886,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085884,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085894,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085892,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085902,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20428965,20436707,ENSORLG00000007627,,ENSORLE00000085920,lysyl-tRNA synthetase 1 [Source:NCBI gene;Acc:101156876],1,20429689,20436707
3,20437647,20443273,ENSORLG00000028865,,ENSORLE00000244024,"glycine cleavage system H protein, mitochondrial [Source:NCBI gene;Acc:101156637]",1,20437647,20443273
3,20437647,20443273,ENSORLG00000028865,,ENSORLE00000085965,"glycine cleavage system H protein, mitochondrial [Source:NCBI gene;Acc:101156637]",1,20437647,20443273
3,20437647,20443273,ENSORLG00000028865,,ENSORLE00000085963,"glycine cleavage system H protein, mitochondrial [Source:NCBI gene;Acc:101156637]",1,20437647,20443273
3,20437647,20443273,ENSORLG00000028865,,ENSORLE00000280004,"glycine cleavage system H protein, mitochondrial [Source:NCBI gene;Acc:101156637]",1,20437647,20443273
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000274204,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086215,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086206,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000249072,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086196,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000253386,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443681,20450527
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086215,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086206,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086196,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086190,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000298811,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000265700,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20443681,20450527,ENSORLG00000007654,,ENSORLE00000086224,ribosomal protein L13 [Source:NCBI gene;Acc:101156237],1,20443695,20450399
3,20448418,20448498,ENSORLG00000021570,,ENSORLE00000227261,small nucleolar RNA MBII-202 [Source:NCBI gene;Acc:111947252],1,20448418,20448498
3,20446459,20446565,ENSORLG00000021557,SNORD68,ENSORLE00000227248,small nucleolar RNA MBII-202 [Source:NCBI gene;Acc:111947253],1,20446459,20446565
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000288155,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087917,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087916,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087915,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087914,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087913,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087936,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087935,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087934,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087912,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087911,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087910,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087909,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087907,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000241597,copine 7 [Source:NCBI gene;Acc:101161716],1,20452991,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000288155,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087917,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087916,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087915,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087914,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087913,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087907,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087901,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000232050,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087910,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087909,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087936,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087935,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087934,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087912,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20452356,20485016,ENSORLG00000007801,,ENSORLE00000087911,copine 7 [Source:NCBI gene;Acc:101161716],1,20452356,20485016
3,20513488,20517994,ENSORLG00000007816,,ENSORLE00000276498,histamine H2 receptor [Source:NCBI gene;Acc:101161474],1,20513488,20517994
3,20513488,20517994,ENSORLG00000007816,,ENSORLE00000088056,histamine H2 receptor [Source:NCBI gene;Acc:101161474],1,20513488,20517994
3,20521412,20526197,ENSORLG00000007823,,ENSORLE00000088155,cytochrome b5 [Source:NCBI gene;Acc:101155998],-1,20521412,20526197
3,20521412,20526197,ENSORLG00000007823,,ENSORLE00000088161,cytochrome b5 [Source:NCBI gene;Acc:101155998],-1,20521412,20526197
3,20521412,20526197,ENSORLG00000007823,,ENSORLE00000088158,cytochrome b5 [Source:NCBI gene;Acc:101155998],-1,20521412,20526197
3,20521412,20526197,ENSORLG00000007823,,ENSORLE00000088157,cytochrome b5 [Source:NCBI gene;Acc:101155998],-1,20521412,20526197
3,20521412,20526197,ENSORLG00000007823,,ENSORLE00000088156,cytochrome b5 [Source:NCBI gene;Acc:101155998],-1,20521412,20526197
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088544,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088539,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088535,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088533,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088531,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088525,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
3,20529610,20544572,ENSORLG00000007853,,ENSORLE00000088522,DEAH-box helicase 38 [Source:NCBI gene;Acc:101155586],1,20529610,20544572
