chromosome_name,start_position,end_position,ensembl_gene_id,hgnc_symbol,ensembl_exon_id,description,strand,transcript_start,transcript_end
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000269043,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000134574,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000237199,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000134583,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000134582,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
3,25826438,26017239,ENSORLG00000011860,,ENSORLE00000285108,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:NCBI gene;Acc:101172567],1,25881874,26007566
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000321208,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071192,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071191,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071188,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071185,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071182,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071171,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000252364,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000229676,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15873798,15960913
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000263418,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071192,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071191,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071188,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071185,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071182,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000071177,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
6,15873798,15960913,ENSORLG00000006333,,ENSORLE00000293121,synaptotagmin-7-like [Source:NCBI gene;Acc:101169108],1,15929653,15960801
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136802,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000312341,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136798,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136804,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136803,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136801,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000245329,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136797,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000303095,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136800,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136799,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000274319,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636704,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000312341,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136803,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136802,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136800,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136799,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136798,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136801,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136797,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000274319,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136804,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000245329,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136791,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20636950,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136804,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136803,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000312341,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136802,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136801,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136800,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136799,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136798,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136797,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000274319,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136793,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000261277,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20640890,20685618
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000295836,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136804,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136803,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136802,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136801,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136800,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136799,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136798,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136797,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000281886,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20663803,20688911
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136798,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000264062,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136792,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000311285,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136790,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136789,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136794,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000232185,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136805,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136803,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000270377,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
12,20635055,20689530,ENSORLG00000012082,MUSK,ENSORLE00000136804,muscle associated receptor tyrosine kinase [Source:NCBI gene;Acc:101164489],1,20635055,20689530
